"id";"updatedAt";"createdAt";"name";"description";"abvAvg";"abvMax";"abvMin";"ebcAvg";"ebcMax";"ebcMin";"tasteFruity";"tasteBitter";"tasteIntensity";"tasteSour";"tasteSweet";"originId";"originName";"categoryId";"categoryName";"biabCategoryId";"biabCategoryName"
"327";"2021-03-09 12:02:17 +0100";"2021-02-22 13:51:02 +0100";"Barleywine";"Een type barleywine welke niet goed in de Amerikaanse of Engelse categorie past. Vaak een dik, lobbig bier met een stroperig mondgevoel. Gematigde bitterheid, overwegend zoet en complex. Kan ook vatgerijpt zijn.";"10";"12.0";"8.0";"30";"44";"16";"2";"5";"7";"0";"7";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"330";"2021-02-22 13:51:02 +0100";"2021-02-22 13:51:02 +0100";"Lichtenhainer";"Een historische bierstijl waarbij veel gerookte tarwe wordt gebruikt. Het bier is laag in alcohol, smaakt gerookt en licht zuur. Het bier heeft een lage bitterheid en hoge carbonatie, wat het ondanks de complexe smaken toch nog doordrinkbaar maakt.";"4";"4.7";"3.5";"9";"12";"6";"3";"1";"8";"4";"2";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"18";"Intens & Uitdagend"
"333";"2021-02-22 13:51:03 +0100";"2021-02-22 13:51:03 +0100";"Amerikaanse Amber Lager";"De Amerikaanse variant van de Amber Lager; een droge, moutige, amberkleurige lager met geuren en smaken van karamel en een beetje toast. De bitterheid is laag en op de achtergrond. Het bier is fijn en makkelijk doordrinkbaar. Alleen de herkomst is anders, de smaak is gelijk.";"5";"6.0";"4.6";"21";"28";"14";"3";"5";"4";"0";"2";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"336";"2021-02-22 13:51:04 +0100";"2021-02-22 13:51:04 +0100";"Sour IPA";"Een mix tussen een Sour IPA en een Farmhouse IPA.";"7";"8.5";"5.5";"20";"30";"10";"8";"3";"7";"6";"1";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"12";"Wild & Zuur"
"339";"2021-02-25 11:09:00 +0100";"2021-02-22 13:51:04 +0100";"Traditionele Eisbock";"Een gevriesdestilleerde variant van de bock. Een hoger alcoholpercentage en intensere smaak wordt verkregen door het bier te bevriezen en ijskristallen eruit te halen. Hierdoor haal je water uit het bier en concentreer je smaak, kleur en alcohol.";"11";"14.0";"9.0";"67";"100";"35";"1";"2";"8";"0";"9";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"342";"2021-02-25 11:15:37 +0100";"2021-02-22 13:51:05 +0100";"Mede - cyser";"Een blend tussen een mede en een cider.";"10";"18.0";"3.5";"51";"99";"4";"5";"3";"8";"1";"6";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"345";"2021-02-22 13:51:05 +0100";"2021-02-22 13:51:05 +0100";"Mild Ale";"Een donker en laag-alcoholish sessie-bier uit Engeland, waarbij de mout centraal staat. Het is een verfrissend, smaakvol donker bier met een breed smakenpallet aan donkere mouten en/of suikers.";"3";"3.8";"3.0";"37";"50";"24";"2";"4";"3";"0";"4";"19";"Groot Brittanië";"492";"Donkergekleurd, laag alcohol";"24";"Donker & Elegant"
"348";"2021-03-09 12:02:27 +0100";"2021-02-22 13:51:05 +0100";"Bock";"Een typisch Nederlands (en Duits) seizoensbier die van oorsprong ondergistend wordt gebrouwen maar tegenwoordig ook bovengistend en in allerlei varianten verkrijgbaar is. Het is een roodbruin bier met een zoete moutigheid en veel karameltonen.";"6";"7.5";"6.0";"65";"90";"40";"1";"3";"4";"0";"5";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"24";"Donker & Elegant"
"351";"2021-02-25 11:15:37 +0100";"2021-02-22 13:51:06 +0100";"Mede - pyment";"Een gefermenteerde drank van een combinatie tussen water, honing en druiven. De smaak kan variëren van zoet tot droog en heeft overwegend een honing-karakter, waarbij zeker de druif ook aanwezig is.";"10";"18.0";"3.5";"51";"99";"4";"3";"1";"8";"0";"8";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"18";"Intens & Uitdagend"
"354";"2021-02-25 11:08:49 +0100";"2021-02-22 13:51:06 +0100";"Donker Belgisch Bier";"Een bovengistend, zwaar, donker volmoutig biertype met een complexe, zwaar alcoholwarmende smaak. Het is een soort zware versie van een dubbel abdij/trappist type bier.";"11";"14.2";"9.0";"52";"72";"32";"4";"3";"7";"1";"8";"31";"België";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"357";"2021-02-22 13:51:06 +0100";"2021-02-22 13:51:06 +0100";"Winter Lager";"Een donkerder gekleurde lager waarin vaak kruiden- en/of specerijen zijn toegevoegd. Dit geeft het bier een extra smaakintensiteit mee. Vaak ook wat hoger in alcohol, maar wel met een droge afdronk.";"7";"8.5";"5.5";"47";"80";"14";"2";"4";"5";"0";"6";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"360";"2021-02-25 11:09:02 +0100";"2021-02-22 13:51:07 +0100";"Mumme";"Historisch bier gebrouwen met gruit; een kruidenmengsel met onder andere gagel, moerasrozemarijn, laurier etc. Het kruidenmengsel werd gebruikt als alternatief voor de hop (die was toen nog niet ontdekt) om het bier bitterheid te geven. Omdat het bier kort houdbaar was vanwege het gebrek aan hop, moest het snel geconsumeerd worden. Dit is de Duitse tegenhanger van Nederlands Gruitbier.";"8";"11.0";"6.0";"30";"50";"10";"3";"2";"6";"2";"7";"7";"Duitsland";"489";"Donkergekleurd, hoog alcohol";"24";"Donker & Elegant"
"363";"2021-02-22 13:51:07 +0100";"2021-02-22 13:51:07 +0100";"Perry";"Een perry is een drank van vergiste sap van peren De smaak varieert vaak door het gebruikte perenras, de gebruikte gist en het proces. Omdat peren die voor perry gebruikt worden vaak sorbitol bevatten, kan een perry zeer droog zijn en toch zoet smaken.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"366";"2021-02-25 11:08:49 +0100";"2021-02-22 13:51:07 +0100";"Strong Ale";"Een type barleywine welke niet goed in de Amerikaanse of Engelse categorie past. Vaak een dik, lobbig bier met een stroperig mondgevoel. Gematigde bitterheid, overwegend zoet en complex. Kan ook vatgerijpt zijn.";"10";"12.0";"8.0";"30";"44";"16";"2";"5";"7";"0";"7";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"369";"2021-02-25 11:09:04 +0100";"2021-02-22 13:51:08 +0100";"Maltbier";"Een drank die gecombineerd is met alcohol verkregen uit mout (bierbasis). Hierbij kun je denken aan alcoholhoudende koffie, alcoholhoudende thee, alcoholhoudende limonade, etc. De smaak is uiteraard sterk afhankelijk van de basisdrank die is gebruikt. Je komt het niet veel tegen!";"8";"15.0";"2.5";"54";"100";"8";"5";"5";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"27";"Overig"
"372";"2021-02-22 13:51:08 +0100";"2021-02-22 13:51:08 +0100";"Gose";"Traditionele Duitse bierstijl welke in de basis wat wegheeft van de Berliner Weisse; lichtgekleurd, laag in alcohol, hoog in koolzuur en een verfrissend zuurtje. Verder wordt aan de Gose koriander toegevoegd en heeft het een ziltige toets door toevoeging van zout of door het brouwwater wat gebruikt wordt.";"4";"4.8";"4.2";"7";"8";"6";"5";"2";"7";"6";"1";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"12";"Wild & Zuur"
"375";"2021-02-22 13:51:08 +0100";"2021-02-22 13:51:08 +0100";"Dortmunder Export";"Een klassiek ondergistend Duitse bierstijl, lichtgekleurd en helder met een neutrale geur (soms iets moutig als een pilsner) en een fijne uitgebalanceerde smaak tussen een subtiele hoptoets en een lichtzoete moutigheid.";"5";"5.6";"5.0";"14";"22";"7";"1";"5";"3";"0";"2";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"378";"2021-03-09 12:02:36 +0100";"2021-02-22 13:51:08 +0100";"Dubbel";"Een dieprood tot koperkleurig bier, gemiddelde sterkte, moutig en complex, tonen van karamel. Esters van de Belgische gist, smaken als gedroogd fruit, kruidigheid en bloemigheid zijn terug te proeven. Ondanks de moutigheid en de volle body, is de afdronk van dit bier relatief droog.";"6";"7.6";"6.0";"27";"34";"20";"4";"3";"5";"1";"7";"31";"België";"486";"Lichtgekleurd, hoog alcohol";"24";"Donker & Elegant"
"381";"2021-02-22 13:51:08 +0100";"2021-02-22 13:51:08 +0100";"Stoombier";"Stoombier dankt haar naam aan het vergistingsproces, ondergisten worden gebruikt op bovengistende temperaturen, vergelijkbaar met de California Common, de Amerikaanse interpretatie van dampfbier. Het is een klassieke en toch een beetje vergeten bierstijl uit de negentiende eeuw. Soms werd bier ook dampfbier genoemd als met het met stoommachines maakte.";"4";"5.5";"3.5";"13";"22";"5";"2";"3";"4";"1";"3";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"21";"Donker & Rijk"
"384";"2021-02-22 13:51:08 +0100";"2021-02-22 13:51:08 +0100";"Fruited Sour";"Zuur bier wat niet in een specifieke stijl valt in te delen. Het bier is zuur door gebruik van zuurmout, melkzuur(bacteriën), specifieke gistculturen of kettle souring. Door de toevoeging van verschillende soorten fruit, neemt het bier de aroma's en smaak van de fruitsoorten over. Zuren halen smaken omhoog, dus een zuur bier is optimaal om fruit aan toe te voegen.";"7";"12.0";"2.5";"51";"99";"4";"7";"3";"8";"8";"1";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"12";"Wild & Zuur"
"387";"2021-02-22 13:51:09 +0100";"2021-02-22 13:51:09 +0100";"Australische Ale";"Smooth en gebalanceerd, alle smaakcomponenten zijn mooi in balans. Gematigde smaken die Australische ingrediënten laten proeven, waarbij de smaak flink uiteen kan liggen. Erg doordrinkbaar, gebrouwen voor het warme klimaat en heeft een uitgesproken gistkarakter.";"5";"6.0";"4.5";"11";"14";"8";"5";"5";"5";"1";"3";"10";"Australië";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"390";"2021-02-22 13:51:09 +0100";"2021-02-22 13:51:09 +0100";"Rookbier";"Een zachte Duitse, amberkleurige lager waar rookmout aan wordt toegevoegd. Een combinatie van een fijne balans tussen mout en rook en een ""clean"" vergistingskarakter, geven dit bier een uitgesproken gerookte smaak.";"5";"6.0";"4.8";"34";"44";"24";"1";"4";"9";"1";"3";"7";"Duitsland";"492";"Donkergekleurd, laag alcohol";"18";"Intens & Uitdagend"
"393";"2021-02-25 11:08:50 +0100";"2021-02-22 13:51:09 +0100";"Engelse Strong Ale";"Een pallet van smaken met veel moutigheid en andere intense smaken. Dik en stroperige body, alcoholwarmend en een prettige fruitige/hoppige toets. Echt een winterbier. Probeer deze eens te laten rijpen, hij kan richting port gaan.";"10";"12.0";"8.0";"30";"44";"16";"2";"4";"7";"0";"8";"19";"Groot Brittanië";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"396";"2021-02-25 11:15:40 +0100";"2021-02-22 13:51:09 +0100";"Cider - zoet";"Een zoete variant van de cider; een drank van vergiste sap van appels. De smaak varieert vaak door het gebruikte appelras, de gebruikte gist en het proces. Door een bepaalde gist te gebruiken, het gistproces te onderbreken of later aan te zoeten, is deze cider zoeter dan zijn broertjes.";"7";"9.0";"6.0";"12";"20";"4";"5";"3";"4";"1";"7";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"399";"2021-02-22 13:51:09 +0100";"2021-02-22 13:51:09 +0100";"Donker Bier";"Een verzamelnaam voor donkergekleurde bovengistende bieren.";"8";"15.0";"2.5";"60";"90";"30";"2";"5";"5";"1";"5";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"21";"Donker & Rijk"
"402";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Australian Pale Ale";"Een licht, verfrissend en hoppig bier, wel met voldoende moutigheid om het bier de juiste balans mee te geven. Het karakteristieke aan de Australian Pale Ale is het gebruik van Australische hoppen die vaak extreem fris en fruitig zijn. Door het relatief lagere alcoholpercentage is dit bier een fijne frisse doordrinker.";"5";"6.0";"4.5";"11";"14";"8";"6";"5";"4";"0";"2";"10";"Australië";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"405";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Seltzer";"Een nieuwe drank uit Amerika wat het best te omschrijven is als bruiswater met een smaakje en alcohol.";"5";"6.0";"4.0";"0";"1";"0";"6";"0";"2";"1";"1";"1";"Amerika";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"408";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Engelse Pale Ale";"Een assertief gehopt blond bier met Britse origine, vergelijkbaar met een ""Bitter"" maar dan wat sterker. Een bitter is een smaakvol en verfrissend ""sessie-bier"". Sommige varianten zijn wat moutiger dan anderen, maar de moutigheid mag nooit de bitterheid van het bier overstemmen. Doordrinkbaarheid is belangrijk bij deze stijl. De smaak is voornamelijk bitter, met een bescheiden moutigheid om de bitter te ondersteunen. Het bier is altijd laag in alcohol, maar deze Britse Pale Ale is dus iets zwaarder.";"4";"5.0";"3.8";"8";"12";"4";"4";"6";"4";"0";"3";"19";"Groot Brittanië";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"411";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Oesterstout";"Een zwart bier met in de smaak veel invloeden van de gebruikte mouten; geroosterde smaken, koffie, cacao, maar ook tonen van karamel. Verder is de smaak licht ziltig vanwege het gebruik van oesters(chelpen) in het brouwproces.";"6";"6.5";"5.5";"64";"79";"50";"0";"5";"7";"0";"3";"25";"Internationaal";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"414";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Nieuw Zeeland Pale Ale";"Een licht, verfrissend en hoppig bier, wel met voldoende moutigheid om het bier de juiste balans mee te geven. Het karakteristieke aan de New Zealand Pale Ale is het gebruik van Nieuw Zeelandse hoppen die vaak extreem fris en fruitig zijn. Door het relatief lagere alcoholpercentage is dit bier een fijne frisse doordrinker.";"5";"6.0";"4.5";"11";"14";"8";"6";"5";"4";"0";"2";"103";"Nieuw Zeeland";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"417";"2021-02-25 11:08:50 +0100";"2021-02-22 13:51:10 +0100";"Europese Lichte Lager";"Een verzamelnaam voor lichtgekleurde Europese ondergistende bieren die niet in een specifieke stijl valt. Ze zijn lichtgekleurd met een gebalanceerd aroma en smaak.";"5";"6.1";"5.0";"9";"12";"6";"1";"5";"3";"0";"2";"34";"Tsjechië";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"420";"2021-02-22 13:51:10 +0100";"2021-02-22 13:51:10 +0100";"Amerikaanse Brown Ale";"Een bruingekleurd moutig en hoppig bier met tonen van chocolade en karamel. De kunst is om de hop te laten complimenteren aan de mouten, niet dat ze elkaar de tent uit vechten.";"5";"6.3";"4.2";"37";"45";"30";"5";"5";"6";"0";"3";"1";"Amerika";"492";"Donkergekleurd, laag alcohol";"15";"Bitter & Growl"
"423";"2021-03-30 14:42:34 +0200";"2021-02-22 13:51:11 +0100";"Pale Ale";"Een licht, verfrissend en hoppig bier met voldoende moutigheid om het bier de juiste balans mee te geven. Een International Pale Ale is van gemiddeld alcoholpercentage, en er worden allerhande frisse fruitige hoppen gebruikt om dit bier zijn karakteristieke hoppige smaak mee te geven.";"5";"6.0";"4.5";"11";"14";"8";"6";"5";"4";"0";"2";"25";"Internationaal";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"426";"2021-02-25 11:09:13 +0100";"2021-02-22 13:51:11 +0100";"Italiaanse Bier-Wijn Hybride";"Een relatief nieuwe stijl ontstaan in Italie, de grootste wijnproducent ter wereld. Het is een hybride tussen bier en wijn, waarbij het basisproces bierbrouwen is, waar uiteindelijk druiven, druivensap of druivenpulp aan toegevoegd wordt. Er wordt nauwelijks hop gebruikt. Het belangrijke in deze stijl is de balans tussen mout en druif, verder is de stijl vrij grenzeloos.";"8";"12.0";"5.0";"35";"60";"10";"6";"1";"5";"3";"3";"16";"Italië";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"429";"2021-02-22 13:51:11 +0100";"2021-02-22 13:51:11 +0100";"Framboise";"Een bier van spontane gisting, geproduceerd in de Zenne-vallei rondom Brussel. Het wordt gebrouwen met een groot deel tarwe, en door de spontane gisting is het bier licht-zurig van smaak. Hop-bitterheid is moeilijk tot niet waarneembaar. Het bier is lichtgekleurd en heeft allerlei ""funky"" aroma's en smaken. Een framboise is vaak een mengeling van verschillende jaren lambiek, waar frambozen aan zijn toegevoegd, waardoor het bier roze-rood kleurt en een mooi frambozen-smaak en aroma krijgt.";"6";"7.0";"5.0";"10";"14";"6";"7";"0";"10";"7";"1";"31";"België";"480";"Overige stijlen of fermentaties";"12";"Wild & Zuur"
"432";"2021-02-22 13:51:11 +0100";"2021-02-22 13:51:11 +0100";"Bruine IPA";"Een variant die tussen de IPA (droog, blond, bitter en hoppig) en de Black IPA (droog, donker, bitter, licht roasty en hoppig) in zit. De kleur is bruin, soms worden er karamelmouten gebruikt. De smaak heeft daardoor wat meer karamel en toffee.";"6";"7.5";"5.5";"30";"38";"22";"6";"7";"6";"0";"4";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"15";"Bitter & Growl"
"435";"2021-02-25 11:09:15 +0100";"2021-02-22 13:51:11 +0100";"Patersbier";"Een helder, bitter, droog en goed gecarboniseerd blond bier. De smaak is fruitig, bloemig en kruidig van de trappisten-gist. Verder lichte hop-aroma's en een lichtzoete moutigheid.";"5";"6.0";"4.8";"8";"10";"6";"6";"4";"3";"1";"3";"31";"België";"483";"Lichtgekleurd, laag alcohol";"6";"Fris & Fruitig"
"438";"2021-02-22 13:51:11 +0100";"2021-02-22 13:51:11 +0100";"Tarwebier";"Een interpretatie van een andere bierstijl waarin een groot deel tarwe is gebruikt. Vaak worden deze bieren ingedeeld in hun eigen stijl in plaats van dat ze als tarwebier aangemerkt worden. Naarmate de hoeveelheid tarwe in het bier toeneemt, zal de troebelheid toenemen. Ook zal er een zeer licht zuurtje in het bier zitten.";"5";"8.0";"2.5";"31";"59";"4";"5";"5";"5";"2";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"441";"2021-02-25 11:09:16 +0100";"2021-02-22 13:51:12 +0100";"Engelse Stout";"Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel. De Britse stout heeft tegenover de Porter meer roast-tonen en zal iets bitterder zijn.";"6";"6.5";"5.5";"64";"79";"50";"0";"5";"6";"0";"3";"19";"Groot Brittanië";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"444";"2021-02-25 11:08:50 +0100";"2021-02-22 13:51:12 +0100";"Witbier IPA";"Een variant op de IPA (droog, blond, bitter en hoppig) waarbij tarwe een belangrijk onderdeel van het smaakprofiel is. Tarwe geeft bier een wazigheid mee en een licht-zurige smaak af. Je kunt een White IPA zien als een hoppig witbier. Iets zoeter en troebeler dan een IPA, of flink hoppiger dan een witbier.";"6";"7.0";"5.5";"13";"16";"10";"6";"5";"5";"2";"4";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"15";"Bitter & Growl"
"447";"2021-02-22 13:51:12 +0100";"2021-02-22 13:51:12 +0100";"Schots Export";"Dit bier is speciaal ontwikkeld en gebrouwen voor de export en kan het best omschreven worden als een iets zwaardere variant van de scottish ale; een moutig bier met voornamelijk tonen van karamel in aroma en smaak. Het bier kan wat fruitigheid van de gist hebben en de nasmaak kan doen denken aan butterscotch. Hops worden alleen gebruikt voor de balans en zullen niet terug te proeven zijn.";"4";"6.0";"3.9";"35";"44";"26";"1";"4";"5";"0";"6";"142";"Schotland";"492";"Donkergekleurd, laag alcohol";"24";"Donker & Elegant"
"450";"2021-02-22 13:51:12 +0100";"2021-02-22 13:51:12 +0100";"Amerikaanse Barleywine";"Een goed gehopte variant van de Engelse Barleywine. Hopkarakter mag er goed in zitten, maar hoort niet de overhand te hebben. Het alcoholpercentage en de hopintensiteit gaan vaak hand in hand, wat een zeer lange nasmaak tot gevolg heeft.";"10";"12.0";"8.0";"29";"38";"20";"3";"7";"9";"0";"4";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"21";"Donker & Rijk"
"453";"2021-02-22 13:51:12 +0100";"2021-02-22 13:51:12 +0100";"Schots Bier";"Een moutig bier met voornamelijk tonen van karamel in aroma en smaak. Het bier kan wat fruitigheid van de gist hebben en de nasmaak kan doen denken aan butterscotch. Hops worden alleen gebruikt voor de balans en zullen niet terug te proeven zijn.";"3";"3.9";"3.2";"35";"44";"26";"1";"3";"4";"0";"5";"142";"Schotland";"492";"Donkergekleurd, laag alcohol";"24";"Donker & Elegant"
"456";"2021-02-25 11:08:50 +0100";"2021-02-22 13:51:12 +0100";"Vriesgedestilleerd Bier";"Een verzamelnaam voor gevriesdestilleerde bieren. Een hoger alcoholpercentage en intensere smaak wordt verkregen door het bier te bevriezen en ijskristallen eruit te halen. Hierdoor haal je water uit het bier en concentreer je smaak, kleur en alcohol.";"15";"20.0";"10.0";"65";"100";"30";"1";"3";"9";"0";"9";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"21";"Donker & Rijk"
"459";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"Pompoenbier";"Een Amerikaans seizoensbier waarbij pompoen en pompoenkruiden worden gebruikt. Hierbij moet je denken aan kaneel, kruidnagel en/of nootmuskaat. Het zijn vaak wat zwaardere en donkerdere bieren, maar er zijn ook lichtere varianten van.";"7";"12.0";"2.5";"54";"99";"10";"4";"3";"5";"0";"5";"1";"Amerika";"480";"Overige stijlen of fermentaties";"21";"Donker & Rijk"
"462";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"Irish Dry Stout";"Deze stout is zwart van kleur en heeft een duidelijk aanwezig roast-karakter, vergelijkbaar aan koffie. Hierdoor is het bier vaak goed bitter, maar er zijn ook meer gebalanceerdere varianten waar wat zoetigheid van de mout aanwezig is.";"4";"4.5";"4.0";"64";"79";"50";"1";"7";"7";"0";"3";"37";"Ierland";"492";"Donkergekleurd, laag alcohol";"18";"Intens & Uitdagend"
"465";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"Oud Bruin";"Een laag alcoholisch bier, voortkomend uit de watervervuiling uit de middeleeuwen. Men dronk bier omdat het veilig was, en destijds werd veelal laagalcoholisch bier gedronken. In Nederland kennen we tafelbier als oud bruin.";"2";"3.5";"0.5";"33";"59";"8";"2";"2";"2";"1";"3";"31";"België";"492";"Donkergekleurd, laag alcohol";"6";"Fris & Fruitig"
"468";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"IPL";"De ondergistende variant van de India Pale Ale of IPA. Licht van kleur, fruitig en/of kruidig door de hoge intensiteit van hoppen, maar dan met een ondergist gebrouwen.";"5";"7.0";"4.6";"9";"12";"6";"7";"7";"6";"0";"4";"1";"Amerika";"483";"Lichtgekleurd, laag alcohol";"15";"Bitter & Growl"
"471";"2021-02-25 11:09:17 +0100";"2021-02-22 13:51:13 +0100";"Roggenbier";"Een dunkelweizen die gebrouwen wordt met rogge in plaats van tarwe. Hierdoor wordt het bier wat kruidiger, de body een stuk voller en romiger dan een dunkelweizen; Een donkergekleurd bovengistend Duits tarwebier met uitgesproken fruitige smaken van de gist die vaak met banaan geassocieerd worden. Verder is kruidnagel vaak waarneembaar.  Aan de dunkelweizen zijn ook caramouten toegevoegd. Hierdoor kleurt het bier wat donkerder dan een traditionele weizen, en is het bier wat zoeter met subtiele tonen van karamel.";"5";"6.0";"4.5";"33";"38";"28";"3";"3";"5";"1";"7";"7";"Duitsland";"492";"Donkergekleurd, laag alcohol";"24";"Donker & Elegant"
"474";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"Koffiestout";"Een stout waar koffie aan toegevoegd wordt. De smaak en karakteristieken van dit bier zijn sterk afhankelijk van welke basis-stijl stout gebruikt is om de koffie aan toe te voegen.";"6";"8.0";"5.0";"79";"99";"59";"1";"7";"7";"1";"4";"1";"Amerika";"489";"Donkergekleurd, hoog alcohol";"18";"Intens & Uitdagend"
"477";"2021-02-22 13:51:13 +0100";"2021-02-22 13:51:13 +0100";"Grodziskie";"Bier van Poolse oorsprong, hoofdzakelijk gebrouwen met gerookte tarwe. Licht van kleur en van smaak, licht gehopt, clean bier. Makkelijk doordrinkbaar.";"2";"3.3";"2.5";"9";"12";"6";"4";"4";"7";"2";"2";"106";"Polen";"483";"Lichtgekleurd, laag alcohol";"18";"Intens & Uitdagend"
"480";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Zoigl";"Een ondergistend, ongefilterd en lichtgekleurd Duits biertype. Wat deze stijl kenmerkt is dat het gebrouwen wordt in een brouwhuis wat eigendom is van gemeente of een brouwvereniging, en na het brouwen door degene die het brouwde meegenomen wordt naar de eigen kelders om daar te gisten en lageren. Zodra het bier klaar was, hing men een davidsster aan de woning, en kwam het dorp in de huiskroeg om het bier op te drinken. Als het bier op was, werd de ster doorgegeven aan de volgende brouwer, die vervolgens de Zoigl brouwt. De naam is afgeleid van het Duitse woord voor ""bord"", omdat de davidsster die opgehangen werd op een bord stond.";"4";"5.2";"4.4";"7";"10";"4";"4";"5";"4";"0";"4";"7";"Duitsland";"483";"Lichtgekleurd, laag alcohol";"3";"Blond & Krachtig"
"483";"2021-02-25 11:08:51 +0100";"2021-02-22 13:51:14 +0100";"Amerikaanse Strong Ale";"Een goed gehopte variant van de Engelse Barleywine. Hopkarakter mag er goed in zitten, maar hoort niet de overhand te hebben. Het alcoholpercentage en de hopintensiteit gaan vaak hand in hand, wat een zeer lange nasmaak tot gevolg heeft.";"10";"12.0";"8.0";"29";"38";"20";"3";"7";"9";"0";"4";"1";"Amerika";"486";"Lichtgekleurd, hoog alcohol";"21";"Donker & Rijk"
"486";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Gemberbier";"Een drank wat geproduceerd wordt uit water, suiker, citroen en gember. Tegenwoordig kennen we dit vaak als alcoholvrij drankje (denk aan ginger ale), maar origineel werd het vergist en zat er daadwerkelijk alcohol in.";"2";"5.0";"0.0";"4";"8";"1";"3";"0";"4";"3";"3";"19";"Groot Brittanië";"480";"Overige stijlen of fermentaties";"6";"Fris & Fruitig"
"489";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Seizoensbier";"Een verzamelnaam vaak gebruikt voor seizoensgebonden bieren zoals ""fresh hop beers"", bockbier, Oktoberfest, Saison etc.";"8";"15.0";"2.5";"50";"100";"0";"5";"5";"5";"1";"5";"25";"Internationaal";"480";"Overige stijlen of fermentaties";"27";"Overig"
"492";"2021-02-22 13:51:14 +0100";"2021-02-22 13:51:14 +0100";"Koffieporter";"Een donkergekleurd moutig bier waarbij de basis van de smaak uit de mouten komt; lichte roast-tonen en karamel. Het bier is mooi vol en soepel, en aan deze variant wordt koffie toegevoegd.";"4";"5.4";"4.0";"49";"59";"40";"1";"4";"5";"1";"4";"1";"Amerika";"492";"Donkergekleurd, laag alcohol";"18";"Intens & Uitdagend"
